timestamp,latitude,longitude,altitude,speed,heading,signal_strength,gps_drift
2025-01-01 12:00:00,53.35011279249239,-6.260287658571578,118.89795574022007,9.106291871231473,116.96916365259526,-54.84230176110889,1.229645416981599
2025-01-01 12:00:01,53.349726344499565,-6.259721899261505,119.0300963171508,8.338823980083015,21.702687794285175,-59.21802902763056,0.6587927812495686
2025-01-01 12:00:02,53.3492029614976,-6.259901647917689,113.86428111315276,8.400057510981462,267.9510356896936,-67.64510732249104,1.6416953644300296
2025-01-01 12:00:03,53.34939451460086,-6.259382649496927,119.26946158204409,8.02400073757,315.1689694265703,-59.34285364973474,1.237369952726802
2025-01-01 12:00:04,53.35032259007201,-6.259859597994049,121.18367340770313,7.632969164526422,232.55138792088528,-62.06992667874046,1.752608523510116
2025-01-01 12:00:05,53.35059313307344,-6.2600638257065935,119.91403800076793,9.181454255712097,218.00463218761038,-68.83425465744823,2.0168268385333885
2025-01-01 12:00:06,53.349529378970054,-6.26057956613977,120.8768127907887,7.854793420694593,289.06983862754134,-62.05687137472885,1.2531438816084584
2025-01-01 12:00:07,53.350380045232306,-6.260393326661357,115.85619433109298,9.674412030557868,81.48444105545552,-67.22213877123373,0.20776095528468574
2025-01-01 12:00:08,53.350584391938824,-6.259891944173314,117.4175543583751,6.491492221210216,301.38356216183763,-72.55517225514066,1.7146721834368783
2025-01-01 12:00:09,53.3492574593478,-6.26066198188777,119.68961472979791,8.5081200812614,57.02091154373622,-52.957476394838416,1.505544278105448
2025-01-01 12:00:10,53.34930135632536,-6.2598758329762045,115.02943070031726,9.220463187369178,130.79368709117648,-56.658831763875504,0.2523568930421771
2025-01-01 12:00:11,53.350019311470184,-6.259882676454524,120.58892213118384,9.33347300531988,181.75940176522275,-63.135718794295194,3.012322608234902
2025-01-01 12:00:12,53.34839601528166,-6.2596384941146646,119.78559627950868,7.422175885606204,334.90229405914084,-63.62918618952655,0.6875302453217278
2025-01-01 12:00:13,53.3497568907024,-6.261029187896902,120.61476173306951,8.300397259411467,99.25686660470436,-62.67459284198514,1.0467425990253754
2025-01-01 12:00:14,53.349038289252036,-6.260128620639861,121.08416512913848,8.83535031093279,353.88262592294933,-55.88443709823123,0.6374801017157753
2025-01-01 12:00:15,53.34996410461844,-6.260926186484792,125.21353999942122,8.707236028835332,302.8620180395293,-54.05694123925289,2.489555401695516
2025-01-01 12:00:16,53.35010631983067,-6.260087546426305,119.26855040261852,7.187119331964435,298.21233882436826,-52.50885024473236,2.186134933619475
2025-01-01 12:00:17,53.35031038135355,-6.259404778244973,119.42076605484345,8.552869462286939,55.6553588151172,-58.12217744407094,2.9740720154203895
2025-01-01 12:00:18,53.34987303560917,-6.260010916784031,126.48941137145663,6.128203726978068,230.68076002983008,-68.67387016222887,1.5500801636342825
2025-01-01 12:00:19,53.349906787171065,-6.260111533328256,115.98355426332964,6.57996607870915,346.73528819089563,-60.32240955307792,0.5818170268868953
2025-01-01 12:00:20,53.349660217628895,-6.260422904995483,126.1264330662403,5.532498358909928,215.92999154854968,-57.16425707216919,1.828468763600754
2025-01-01 12:00:21,53.349769685292,-6.259492534954881,125.9274367478624,6.102826733485196,352.02286394127134,-48.79612865847693,1.0054173421350456
2025-01-01 12:00:22,53.350657542579874,-6.260577000203073,121.38283264165732,8.393405430880843,90.53345665073995,-63.28474424324659,2.097965472341402
2025-01-01 12:00:23,53.35038176692601,-6.259988905841081,118.86346355351736,9.292830471829667,158.70252630902394,-62.471229507862716,1.4564888201109434
2025-01-01 12:00:24,53.3492519625164,-6.259787299641774,115.51105340089609,10.618848540373417,301.93753225167643,-50.880187410556985,1.5114291156664679
2025-01-01 12:00:25,53.35025890092118,-6.260547616164192,119.20351907180884,9.19328276894292,23.68873151285232,-54.58035433155225,2.7345111298004205
2025-01-01 12:00:26,53.350038498700464,-6.261529123212652,120.6720584718315,6.914729345486137,317.4478745429232,-64.0822687614543,0.07300328398001854
2025-01-01 12:00:27,53.34994135983296,-6.260126163946948,126.14714746156477,8.307201732750848,254.2430362983045,-59.292294541698475,1.6934647439898964
2025-01-01 12:00:28,53.349404085569965,-6.260963791052714,123.88631113306755,6.864973247690046,3.9573795362933772,-62.72453149317964,3.650322936509756
2025-01-01 12:00:29,53.34936192000619,-6.26018707804084,121.26866001628127,5.7418865611482435,345.3458040948812,-54.31735783433536,1.9165313407919093
2025-01-01 12:00:30,53.35044994077424,-6.260332327842414,120.23765317788568,8.546349293802383,160.71436940124727,-62.69174198127889,0.9092318315593095
2025-01-01 12:00:31,53.34987838905405,-6.259639103877159,118.57435580435047,6.364724800831868,21.020401318821193,-62.112004025744056,1.2313489208683395
2025-01-01 12:00:32,53.34988789226356,-6.260630700312855,125.46993708876215,8.007327049519514,224.82158886731355,-52.15164285603259,1.0227540014819287
2025-01-01 12:00:33,53.349683956523606,-6.260466835526524,118.1024803271376,7.038379625863151,157.25155792191848,-54.368521619708375,1.8783345944685041
2025-01-01 12:00:34,53.34999719348428,-6.2608278411400375,115.21682281724729,8.540820416284674,224.46487803449403,-70.98948368224015,1.3715257468640476
2025-01-01 12:00:35,53.34966027995407,-6.260553362706087,119.1935298741183,7.0520752120338495,33.61516890218211,-64.13134769069089,0.558791500540539
2025-01-01 12:00:36,53.3498687148167,-6.259855621530472,119.34490526783418,6.256027385254347,192.88945758382397,-57.38435540550847,1.9956197223630694
2025-01-01 12:00:37,53.349767359338614,-6.260563718784379,117.03071021910245,7.134546380681593,293.9451448336015,-60.39869593985542,2.2469592678821004
